Activity_ID,Student_ID,Activity_Type,Activity_Category,Frequency_of_Participation,Duration_per_Session (Hours),Impact_on_Performance,Teacher_Supervisor,Parental_Support
879031,36144,Scrabble,Sports,Bi-weekly,1.17,Neutral,Christopher Robinson,No
368455,15492,Music Band,Cultural,Monthly,2.65,Neutral,Tommy Murphy,No
553005,15492,Cultural Day Rehearsals,Cultural,Daily,2.09,Negative,Michael Frazier,No
621882,15492,Social Events Planning,Extracurricular,Weekly,1.75,Neutral,David Bowen,Yes
960650,51365,Athletics,Sports,Bi-weekly,1.9,Neutral,Robert Hammond,No
657876,51365,Mathematics Competitions,Academic,Daily,1.75,Negative,Erica Clark,No
172979,51365,Volleyball,Sports,Monthly,1.76,Negative,Michael Garza,No
728375,50642,Basketball,Sports,Weekly,2.27,Negative,Aaron Gaines,No
178656,50642,Press Club,Extracurricular,Monthly,2.38,Negative,Melissa White,Yes
634778,50642,Music Band,Cultural,Weekly,1.19,Neutral,Richard Miller,Yes
792439,77552,Traditional Dance,Cultural,Bi-weekly,1,Negative,Linda Olson MD,Yes
513482,77552,Drama Club,Extracurricular,Monthly,2.01,Negative,Michael Gutierrez,No
900006,77552,Cultural Day Rehearsals,Cultural,Weekly,1.6,Neutral,Mr. John Leon PhD,Yes
886411,77552,Basketball,Sports,Weekly,2.47,Neutral,Bryan Walls,Yes
403909,62196,Traditional Dance,Cultural,Monthly,2.48,Positive,Isabella Henderson,No
788320,62196,Science Practical Sessions,Academic,Daily,2.65,Neutral,Rachel Moss,Yes
328614,62196,Mathematics Competitions,Academic,Daily,1.59,Negative,Peter Hughes,Yes
988737,81176,Cultural Day Rehearsals,Cultural,Weekly,2.9,Neutral,Jacqueline Thomas,Yes
480011,81176,Science Practical Sessions,Academic,Weekly,1.57,Positive,Jeremy Fitzgerald,No
498205,81176,Quiz Competition,Extracurricular,Daily,1.27,Neutral,Francisco Smith DVM,No
896152,81176,Athletics,Sports,Daily,2.28,Negative,Anthony Porter,No
647977,81176,Debate Club,Academic,Monthly,1.47,Negative,Marissa Evans,Yes
583657,72049,Jets Club,Academic,Bi-weekly,2.65,Neutral,Debra Barber,No
885555,72049,Volleyball,Sports,Monthly,2.84,Neutral,Teresa White,No
497281,72049,Drama Club,Extracurricular,Daily,1.93,Positive,Leon Fowler,No
737003,72049,Basketball,Sports,Weekly,1.34,Neutral,Jared Frederick,No
212529,72049,Cultural Day Rehearsals,Cultural,Daily,2.95,Positive,Jennifer Valencia,Yes
562838,43202,Basketball,Sports,Monthly,1.7,Neutral,Michael Scott,No
708272,43202,Chess,Sports,Weekly,2.12,Positive,Amanda Flores,No
760128,43202,Quiz Competition,Extracurricular,Weekly,1.94,Negative,Gabrielle Oneal,Yes
520372,43202,Drama Club,Extracurricular,Daily,1.18,Positive,Alan Pearson,No
310608,43202,Press Club,Extracurricular,Bi-weekly,2.87,Negative,Michael Wilson,Yes
156431,14799,Music Band,Cultural,Daily,1.61,Positive,Billy Green,Yes
566965,94790,Quiz Competition,Extracurricular,Daily,1.1,Negative,Sheila Hanna,No
949152,94790,Social Events Planning,Extracurricular,Bi-weekly,2.9,Negative,Maria Pitts,Yes
980044,94790,Mathematics Competitions,Academic,Monthly,1.88,Positive,Ashley Harris,Yes
785806,94790,Quiz Competition,Extracurricular,Bi-weekly,1.47,Neutral,Scott Molina,No
821238,35048,Football,Sports,Monthly,2.78,Neutral,Nicole Chaney,No
761649,35048,Press Club,Extracurricular,Weekly,2.15,Neutral,Jason Galvan,No
606179,35048,Volleyball,Sports,Daily,1.17,Neutral,Stacie Cannon,Yes
724633,47501,Scrabble,Sports,Weekly,2.09,Positive,Paul Long,No
583195,47501,Music Band,Cultural,Monthly,1.4,Positive,Antonio Ward,No
641934,47501,Jets Club,Academic,Bi-weekly,2.94,Negative,Michelle Johnson,Yes
193503,47501,Scrabble,Sports,Bi-weekly,2.77,Positive,Miss Tamara Cruz,Yes
902767,56789,Cultural Day Rehearsals,Cultural,Monthly,1.45,Negative,Anne Carter,Yes
675765,56789,Music Band,Cultural,Daily,2.19,Neutral,Rodney Mendoza,No
152036,56789,Traditional Dance,Cultural,Daily,2.71,Neutral,Laura Robinson,Yes
829194,56789,Music Band,Cultural,Bi-weekly,1.82,Positive,Christy Anderson,Yes
634054,56789,Jets Club,Academic,Bi-weekly,2.75,Negative,Kaitlin Green,No
120668,16265,Jets Club,Academic,Monthly,1.76,Positive,David Chang,No
985319,16265,Traditional Dance,Cultural,Bi-weekly,2.12,Positive,Angela Porter,Yes
187652,16265,Press Club,Extracurricular,Daily,1.87,Positive,Natalie Ewing,Yes
651866,16265,Quiz Competition,Extracurricular,Monthly,1.53,Positive,Michael Lucas,No
166190,95948,Football,Sports,Daily,1.87,Positive,Heather Gutierrez,Yes
189101,95948,Football,Sports,Daily,1.43,Positive,Melvin Meadows,No
452317,95948,Football,Sports,Daily,1.17,Positive,Brooke Robinson,Yes
486506,95948,Traditional Dance,Cultural,Monthly,2.27,Positive,Carl Payne,Yes
683398,53506,Chemistry Lab Work,Academic,Daily,2.28,Positive,Alexander Mcneil MD,No
106020,53506,Music Band,Cultural,Bi-weekly,1.75,Positive,Brittany Hernandez,Yes
916055,45811,Volleyball,Sports,Bi-weekly,1.95,Neutral,Cassandra Hebert,No
936111,45811,Athletics,Sports,Monthly,2.07,Neutral,Trevor Daniels,Yes
560144,45811,Chemistry Lab Work,Academic,Bi-weekly,2.79,Positive,Kathleen Brooks,Yes
303304,45811,Social Events Planning,Extracurricular,Bi-weekly,2.21,Positive,Taylor Banks,No
414909,26315,Scrabble,Sports,Weekly,2.68,Positive,Mr. Joseph Collins,Yes
873345,26315,Quiz Competition,Extracurricular,Monthly,2.45,Neutral,Mr. Michael Flores MD,No
258220,26315,Press Club,Extracurricular,Daily,1.25,Negative,Danielle Chang,No
228873,26315,Social Events Planning,Extracurricular,Daily,2.13,Neutral,Dr. Molly Williams DDS,Yes
666065,26315,Drama Club,Extracurricular,Daily,1.31,Positive,Jamie Collins,Yes
467651,58237,Chemistry Lab Work,Academic,Daily,2.71,Negative,Nicole Morgan,Yes
216511,58237,Cultural Day Rehearsals,Cultural,Weekly,2.14,Neutral,Erica Smith,Yes
101581,58237,Chemistry Lab Work,Academic,Daily,1.01,Negative,Maria Preston,Yes
963710,58237,Social Events Planning,Extracurricular,Weekly,1.99,Positive,Kristopher Lara,Yes
372624,58237,Traditional Dance,Cultural,Bi-weekly,2.73,Neutral,Jeffrey Chapman,No
568227,67272,Press Club,Extracurricular,Weekly,1.35,Positive,Patricia Kelley,Yes
547499,62431,Quiz Competition,Extracurricular,Bi-weekly,1.08,Positive,Ronald Floyd,Yes
410040,62431,Traditional Dance,Cultural,Monthly,2.42,Negative,Gary Boyle,Yes
345335,67637,Debate Club,Academic,Daily,2.68,Positive,Jeremy Hill,No
701961,60678,Drama Club,Extracurricular,Weekly,1.05,Negative,Darryl Cisneros,Yes
705193,60678,Basketball,Sports,Bi-weekly,2.9,Neutral,Brittany Mcguire,No
826028,60678,Traditional Dance,Cultural,Daily,2.04,Negative,Steven Shaw,No
746060,60678,Traditional Dance,Cultural,Weekly,1.62,Negative,Haley White,Yes
608478,54438,Chess,Sports,Bi-weekly,2.37,Negative,Joshua Fowler,Yes
356768,54438,Social Events Planning,Extracurricular,Monthly,2.85,Negative,Erik Morris,Yes
272584,54438,Football,Sports,Weekly,2.09,Negative,Dylan Flores,Yes
764162,54438,Social Events Planning,Extracurricular,Bi-weekly,2.09,Neutral,John Walton,No
127704,54438,Traditional Dance,Cultural,Weekly,2.84,Negative,Sharon May,No
547812,34486,Chess,Sports,Daily,1.29,Positive,Billy Kelly,Yes
716036,34486,Traditional Dance,Cultural,Daily,2.79,Negative,Mr. Wesley Gray,Yes
699932,34486,Debate Club,Academic,Monthly,1.37,Neutral,Natalie Stewart,Yes
220430,75038,Basketball,Sports,Bi-weekly,1.29,Neutral,Anna Potter,Yes
608233,75211,Social Events Planning,Extracurricular,Monthly,2.3,Negative,Crystal Graham,No
314943,75211,Jets Club,Academic,Daily,1.13,Neutral,Maria Rose,No
649425,75211,Mathematics Competitions,Academic,Monthly,1.38,Neutral,Edwin Adkins,No
816198,75211,Social Events Planning,Extracurricular,Monthly,2.26,Negative,Stephanie Wiggins,Yes
574672,58148,Mathematics Competitions,Academic,Daily,1.64,Neutral,Brian Welch,Yes
661218,58148,Football,Sports,Bi-weekly,2.91,Negative,Dennis Rubio,No
857882,58148,Social Events Planning,Extracurricular,Weekly,1.94,Positive,Jeanette Ellison,Yes
354969,58148,Music Band,Cultural,Monthly,2.9,Neutral,Erica Morgan,Yes
363165,78062,Music Band,Cultural,Daily,2.59,Neutral,John Young,No
771308,78062,Press Club,Extracurricular,Daily,1.91,Positive,Charles Romero,No
640240,78062,Traditional Dance,Cultural,Daily,2.32,Positive,Jacob Orr,Yes
176239,44959,Basketball,Sports,Daily,1.38,Positive,Sylvia Miller,Yes
674918,44959,Traditional Dance,Cultural,Monthly,1.76,Negative,Sandra Harrison,No
491446,44959,Mathematics Competitions,Academic,Bi-weekly,2.71,Neutral,Seth Medina DVM,Yes
232993,20828,Cultural Day Rehearsals,Cultural,Bi-weekly,1,Negative,Robin Williams,No
916811,20828,Basketball,Sports,Bi-weekly,2.36,Positive,Anthony Lawrence,Yes
435218,65640,Football,Sports,Daily,1.9,Negative,Patrick Kim,No
498232,20345,Traditional Dance,Cultural,Bi-weekly,1.13,Positive,Jackson Johnson,No
864786,20345,Social Events Planning,Extracurricular,Monthly,2.9,Negative,Laura Ramirez,No
293886,66440,Quiz Competition,Extracurricular,Weekly,2.6,Negative,Calvin Sandoval,No
592147,66440,Debate Club,Academic,Monthly,1.13,Neutral,Chad Bishop,Yes
358959,88964,Cultural Day Rehearsals,Cultural,Daily,2.67,Negative,Susan Hampton,Yes
900066,88964,Music Band,Cultural,Weekly,1.37,Neutral,David Watson,Yes
929878,88964,Chess,Sports,Weekly,1.27,Positive,Miguel Salazar,No
595247,88964,Debate Club,Academic,Weekly,2.48,Neutral,Terry Richards,No
668015,88964,Quiz Competition,Extracurricular,Weekly,1.37,Positive,James Cochran,No
628240,33652,Scrabble,Sports,Weekly,1.2,Neutral,Michael Wheeler,Yes
100097,33652,Cultural Day Rehearsals,Cultural,Weekly,1.95,Positive,Kristin Gallagher,No
441014,81496,Jets Club,Academic,Daily,2.46,Positive,Kathy Heath,No
253406,81496,Chemistry Lab Work,Academic,Daily,2.89,Positive,Rachel Joyce,Yes
587660,81496,Mathematics Competitions,Academic,Bi-weekly,2.27,Positive,Jessica Williams,No
591638,48504,Drama Club,Extracurricular,Monthly,2.49,Neutral,Kevin Hess,Yes
859939,48504,Quiz Competition,Extracurricular,Weekly,2.9,Positive,Jeffrey Cruz,No
128547,48504,Debate Club,Academic,Daily,1.25,Negative,Mary Forbes,No
627690,52101,Social Events Planning,Extracurricular,Monthly,1.2,Positive,Tara Cherry,Yes
929385,52101,Athletics,Sports,Monthly,2.14,Neutral,Amy Day,Yes
390918,52101,Cultural Day Rehearsals,Cultural,Bi-weekly,1.65,Negative,Mary Wallace MD,No
519147,52101,Basketball,Sports,Bi-weekly,1.31,Positive,Leonard Dudley,No
910959,23447,Press Club,Extracurricular,Monthly,2.03,Positive,Melissa Smith,Yes
562886,20494,Traditional Dance,Cultural,Bi-weekly,1.09,Negative,Michelle Norris,Yes
254733,20494,Volleyball,Sports,Monthly,2.82,Positive,Charles Black,No
462421,20494,Drama Club,Extracurricular,Monthly,1.46,Neutral,David Cook,Yes
419070,52981,Volleyball,Sports,Weekly,1.42,Negative,Nancy Coleman,Yes
226947,52981,Science Practical Sessions,Academic,Daily,2.94,Negative,Jeremy Harris,No
677918,52981,Music Band,Cultural,Bi-weekly,2.91,Neutral,Tina Dougherty,Yes
563786,52981,Cultural Day Rehearsals,Cultural,Daily,2.09,Negative,Robert Stewart,Yes
194959,96628,Chemistry Lab Work,Academic,Bi-weekly,1.33,Positive,Leslie Mathis,No
679933,48750,Debate Club,Academic,Bi-weekly,1.54,Negative,Andrew Hunter,Yes
625141,48750,Press Club,Extracurricular,Weekly,2.42,Negative,Johnny Joseph,No
901965,50173,Music Band,Cultural,Bi-weekly,1.98,Negative,Juan Smith,Yes
305307,68447,Drama Club,Extracurricular,Bi-weekly,1.33,Neutral,Gina Sims,Yes
248829,68447,Science Practical Sessions,Academic,Daily,2.81,Positive,Daniel Harvey,Yes
488977,68447,Basketball,Sports,Bi-weekly,2.05,Positive,Jesse Wolfe,No
125202,68447,Volleyball,Sports,Monthly,2.11,Positive,Robert Christian,Yes
528601,88986,Debate Club,Academic,Bi-weekly,2.13,Negative,Joan Brown,Yes
234733,88986,Music Band,Cultural,Monthly,2.7,Negative,Emily Kelley,No
679643,88986,Jets Club,Academic,Monthly,2.78,Neutral,Alfred Velazquez,Yes
606991,65851,Debate Club,Academic,Daily,1.74,Positive,Kelly Cook,Yes
571644,65851,Traditional Dance,Cultural,Weekly,1.57,Negative,Robin Wise,Yes
217062,65851,Social Events Planning,Extracurricular,Weekly,1.72,Neutral,Tyler Berry,No
425247,31842,Traditional Dance,Cultural,Weekly,1.78,Positive,John Mendoza,Yes
102644,31842,Cultural Day Rehearsals,Cultural,Daily,1.93,Positive,Jessica Lee,No
137056,31842,Cultural Day Rehearsals,Cultural,Monthly,1.82,Neutral,Kendra Schmidt,No
134958,31842,Athletics,Sports,Monthly,2.21,Negative,Dean Morse,Yes
314107,68183,Social Events Planning,Extracurricular,Bi-weekly,2.19,Positive,Jessica Mahoney,No
640950,68183,Music Band,Cultural,Monthly,2.57,Negative,Jessica Martin,Yes
661753,56077,Debate Club,Academic,Weekly,2.99,Negative,George Gutierrez,Yes
518476,56077,Football,Sports,Daily,2.61,Negative,Jacob Villa,Yes
691524,56077,Music Band,Cultural,Weekly,2.93,Negative,Richard Moss,Yes
890001,56077,Jets Club,Academic,Bi-weekly,2.27,Neutral,Donna Cochran,No
433920,68606,Jets Club,Academic,Monthly,1.97,Negative,Nicole Caldwell,No
563385,68606,Mathematics Competitions,Academic,Weekly,2.76,Positive,Mr. Hector Smith,No
140998,68606,Mathematics Competitions,Academic,Bi-weekly,2.21,Positive,Michael Pratt,Yes
659093,68606,Cultural Day Rehearsals,Cultural,Weekly,2.34,Negative,Nancy Kelley,Yes
127043,15551,Volleyball,Sports,Daily,2.45,Positive,Susan Shaffer,Yes
654275,56210,Chemistry Lab Work,Academic,Monthly,1.22,Positive,Daniel Washington,No
406143,90589,Football,Sports,Monthly,2.51,Negative,Rachel Soto,No
148722,90589,Basketball,Sports,Bi-weekly,1.4,Negative,Brittany Pugh,No
117213,90589,Football,Sports,Weekly,2.33,Positive,Angelica Brown,No
589595,90589,Social Events Planning,Extracurricular,Weekly,2.99,Negative,Taylor Turner,No
356581,90589,Jets Club,Academic,Daily,2.45,Negative,James Mills,No
224657,67008,Chemistry Lab Work,Academic,Daily,2.98,Neutral,Michael Wilson,No
459951,67008,Quiz Competition,Extracurricular,Bi-weekly,2.31,Neutral,Lori Costa,Yes
193671,67008,Social Events Planning,Extracurricular,Monthly,2.55,Negative,Dustin Bush,Yes
561845,45986,Debate Club,Academic,Monthly,1.7,Neutral,Heather Williams,No
969541,45986,Chess,Sports,Weekly,1.74,Positive,Juan Johnson,No
771845,45986,Athletics,Sports,Weekly,3,Negative,Brenda Sims,No
124226,45986,Music Band,Cultural,Monthly,1.78,Positive,Steven Dean,Yes
138941,45986,Football,Sports,Monthly,2.3,Positive,Janice Lawson,No
422699,93816,Music Band,Cultural,Weekly,1.18,Neutral,Evelyn Banks,No
875004,93816,Basketball,Sports,Bi-weekly,1.99,Neutral,Stephanie Holloway,Yes
142698,93816,Mathematics Competitions,Academic,Weekly,2.92,Neutral,Courtney Rios,Yes
321423,93816,Quiz Competition,Extracurricular,Bi-weekly,2.33,Neutral,Jennifer Freeman,Yes
272745,17518,Press Club,Extracurricular,Bi-weekly,1.42,Neutral,Frederick Hicks,Yes
879931,17518,Jets Club,Academic,Bi-weekly,1.19,Positive,Andrew Blair,No
347162,19835,Athletics,Sports,Bi-weekly,1.36,Neutral,Richard Mejia,No
774048,97973,Drama Club,Extracurricular,Daily,1.38,Negative,Debbie Lucas,No
921483,97973,Social Events Planning,Extracurricular,Weekly,2.93,Neutral,Sandra Russell,No
836465,97973,Traditional Dance,Cultural,Monthly,2.31,Neutral,Lawrence Townsend,No
865073,97973,Press Club,Extracurricular,Daily,1.35,Neutral,Howard Vargas,No
844546,97973,Press Club,Extracurricular,Monthly,2.2,Neutral,Denise Dudley,Yes
859455,93560,Traditional Dance,Cultural,Bi-weekly,1.6,Neutral,Paige Lloyd,Yes
537380,93560,Science Practical Sessions,Academic,Weekly,2.49,Negative,Christopher Stewart MD,No
820817,93560,Traditional Dance,Cultural,Bi-weekly,1.19,Neutral,Ashley Kim,No
692056,93560,Cultural Day Rehearsals,Cultural,Monthly,2.94,Positive,Theresa Clark,No
621998,63242,Chemistry Lab Work,Academic,Daily,1.76,Neutral,Tiffany Mason,No
221326,63242,Basketball,Sports,Daily,1.6,Positive,Tracy Chung,No
688199,63242,Traditional Dance,Cultural,Weekly,1.69,Neutral,Steven Hall,Yes
757149,63242,Debate Club,Academic,Bi-weekly,2.6,Negative,Jamie Rodriguez,Yes
289407,63242,Social Events Planning,Extracurricular,Monthly,2.19,Neutral,Holly Garcia,No
364642,57619,Press Club,Extracurricular,Daily,2.82,Positive,Timothy Cruz,Yes
260919,57619,Music Band,Cultural,Bi-weekly,2.9,Neutral,David Moore,Yes
466142,57619,Volleyball,Sports,Daily,2.77,Negative,Brian Alexander,No
722333,57619,Basketball,Sports,Bi-weekly,1.68,Neutral,Jennifer Townsend,Yes
269659,57619,Debate Club,Academic,Weekly,2.5,Negative,Terry Silva,No
622370,77251,Basketball,Sports,Weekly,2.46,Negative,Margaret Mcmahon,Yes
612001,99051,Music Band,Cultural,Monthly,1.12,Negative,Andrew Brown,No
691469,99051,Debate Club,Academic,Daily,2.59,Positive,Lisa Hayes,No
588895,99051,Cultural Day Rehearsals,Cultural,Monthly,1.69,Positive,Marissa Davis,No
453214,14081,Social Events Planning,Extracurricular,Weekly,2.01,Negative,Anna Coleman,Yes
391236,14081,Chemistry Lab Work,Academic,Daily,1.26,Neutral,Todd Wilcox,Yes
377931,14081,Music Band,Cultural,Weekly,2.26,Negative,Patricia West,Yes
537667,14081,Volleyball,Sports,Monthly,1.42,Neutral,Ryan Baker,No
209879,28714,Traditional Dance,Cultural,Daily,2.62,Positive,Jeffrey Campbell,No
461760,28714,Chemistry Lab Work,Academic,Bi-weekly,1.06,Negative,Kathryn Chen,Yes
728721,89635,Drama Club,Extracurricular,Monthly,1.81,Negative,Jennifer Carlson,No
863783,89635,Mathematics Competitions,Academic,Daily,1.06,Positive,Mrs. Mary Combs,No
936933,89635,Cultural Day Rehearsals,Cultural,Bi-weekly,1.48,Neutral,Sara Frederick,No
957526,89635,Chemistry Lab Work,Academic,Weekly,2.37,Neutral,Andrew Larson,Yes
608670,89635,Mathematics Competitions,Academic,Weekly,2.56,Positive,Brandy Morrison,No
949959,98878,Cultural Day Rehearsals,Cultural,Daily,2.72,Neutral,Cheryl Wright,Yes
511227,98878,Cultural Day Rehearsals,Cultural,Bi-weekly,2.14,Positive,Nancy Edwards,Yes
282052,98878,Football,Sports,Bi-weekly,1.23,Positive,Meagan Smith,No
940588,98878,Scrabble,Sports,Monthly,2.38,Positive,Mr. Bryan Kim,Yes
985897,67432,Drama Club,Extracurricular,Weekly,2.25,Negative,Debra Robles,Yes
556477,67432,Basketball,Sports,Bi-weekly,1.35,Neutral,Cheryl Lee,Yes
262447,67432,Quiz Competition,Extracurricular,Weekly,2.09,Positive,Glenn Miller,No
307048,67432,Volleyball,Sports,Weekly,1.42,Negative,Tony Cortez,No
971494,14561,Debate Club,Academic,Monthly,2.12,Negative,Joseph Mcmillan,No
821347,14561,Basketball,Sports,Monthly,2.67,Negative,Benjamin Smith,Yes
799414,14561,Mathematics Competitions,Academic,Weekly,1.72,Negative,Timothy Harrell,Yes
479613,14561,Debate Club,Academic,Monthly,1.2,Positive,Sharon Morgan,No
485656,14561,Jets Club,Academic,Daily,1.66,Negative,Joshua Fowler,Yes
635354,26545,Mathematics Competitions,Academic,Monthly,2.57,Neutral,Maria Fox,Yes
280274,26545,Press Club,Extracurricular,Daily,2.14,Neutral,Jessica Ruiz,No
258646,26545,Social Events Planning,Extracurricular,Monthly,1.3,Positive,Daniel Johnson,No
796211,26545,Debate Club,Academic,Daily,2.85,Negative,Luke Burns,Yes
210436,18812,Social Events Planning,Extracurricular,Daily,1.17,Neutral,Danielle Russell,No
266049,18812,Drama Club,Extracurricular,Monthly,2.38,Neutral,David Johns,Yes
231464,18812,Debate Club,Academic,Bi-weekly,1.4,Positive,Thomas Jordan,Yes
405576,18812,Social Events Planning,Extracurricular,Weekly,1.8,Negative,Lucas Buck,Yes
932037,40932,Mathematics Competitions,Academic,Daily,2.47,Neutral,Becky Walters,Yes
407124,40932,Drama Club,Extracurricular,Bi-weekly,2.7,Neutral,Kimberly Griffin,No
840695,40932,Traditional Dance,Cultural,Daily,2.78,Positive,Edward Parks,No
703117,94562,Debate Club,Academic,Weekly,2.15,Neutral,Lawrence Lee,Yes
176466,94562,Drama Club,Extracurricular,Bi-weekly,2.59,Positive,John Walsh,Yes
618945,94562,Drama Club,Extracurricular,Weekly,1.11,Neutral,Sean Luna,No
522876,58015,Music Band,Cultural,Weekly,1.41,Negative,Dean Briggs,No
104799,58015,Press Club,Extracurricular,Monthly,2.13,Neutral,Erin Sullivan,Yes
543224,57467,Music Band,Cultural,Bi-weekly,1.29,Negative,Maria Clark,No
295795,60181,Athletics,Sports,Weekly,2.42,Positive,Bill Martinez,No
847807,60181,Debate Club,Academic,Monthly,2.01,Positive,Christine Rodriguez,No
572052,84349,Social Events Planning,Extracurricular,Daily,1.06,Positive,Gloria Turner,No
317445,84349,Science Practical Sessions,Academic,Daily,2.84,Negative,Kimberly Lopez,Yes
206754,14244,Drama Club,Extracurricular,Daily,2.14,Positive,Rebecca Ortega,Yes
863455,89310,Drama Club,Extracurricular,Bi-weekly,1.23,Neutral,Alan Sanders,No
393126,89310,Basketball,Sports,Weekly,1.63,Negative,Alexandra Wright,No
241738,89310,Traditional Dance,Cultural,Weekly,2.13,Neutral,Sheila Savage,Yes
332869,30111,Chemistry Lab Work,Academic,Bi-weekly,1.84,Negative,Sara Rojas,Yes
744456,30111,Social Events Planning,Extracurricular,Weekly,1.68,Neutral,Holly Lee,Yes
215708,30111,Volleyball,Sports,Monthly,2.85,Negative,Reginald Barnett,Yes
352674,30111,Science Practical Sessions,Academic,Monthly,1.31,Negative,Kimberly Davis,No
608231,99006,Football,Sports,Weekly,2.7,Positive,Robert Dalton,Yes
707966,99006,Quiz Competition,Extracurricular,Monthly,2.36,Positive,Alison Gray,No
547015,99006,Drama Club,Extracurricular,Bi-weekly,1.65,Negative,Jason White,No
850491,68972,Music Band,Cultural,Monthly,1.32,Neutral,Anthony Sanders,Yes
248004,68972,Press Club,Extracurricular,Weekly,2.29,Neutral,William Thompson,Yes
250524,68972,Traditional Dance,Cultural,Daily,1.77,Neutral,Trevor Arnold,No
734519,68972,Music Band,Cultural,Bi-weekly,2.46,Negative,Timothy Haley,Yes
209854,58623,Science Practical Sessions,Academic,Daily,1.33,Negative,Krista Horton,Yes
546967,58760,Chess,Sports,Bi-weekly,2.28,Positive,Annette Conner,Yes
356601,58760,Music Band,Cultural,Daily,1.93,Negative,Tyler Martinez,Yes
163276,68188,Mathematics Competitions,Academic,Bi-weekly,2.67,Negative,Amanda Morris,No
603387,68188,Jets Club,Academic,Daily,1.4,Neutral,Stacy Crawford,Yes
783263,68188,Social Events Planning,Extracurricular,Weekly,2.95,Positive,Chad Gilbert,Yes
648880,68188,Athletics,Sports,Daily,2.93,Negative,Justin Carr,No
773780,68188,Volleyball,Sports,Daily,2.32,Neutral,Sean Henderson,No
514879,20077,Music Band,Cultural,Daily,2.35,Neutral,James Hooper,Yes
324839,20077,Jets Club,Academic,Weekly,1.1,Negative,Brandon Myers,No
948847,20077,Debate Club,Academic,Daily,2.2,Negative,Carla Carter,Yes
564020,20077,Chess,Sports,Weekly,1.74,Positive,Kaitlin Gonzalez,Yes
650978,20077,Traditional Dance,Cultural,Monthly,1.7,Negative,Jody Mclean,Yes
891075,85225,Social Events Planning,Extracurricular,Weekly,1.24,Negative,Albert Harvey,No
732052,85225,Basketball,Sports,Bi-weekly,1.07,Negative,Brittney Gentry,Yes
457867,28047,Jets Club,Academic,Monthly,1.68,Positive,Nancy Myers,No
517127,28047,Music Band,Cultural,Daily,2.66,Positive,Karen Chen,No
783641,79397,Science Practical Sessions,Academic,Daily,1.83,Neutral,Katherine Palmer,Yes
442219,79397,Music Band,Cultural,Weekly,2.34,Positive,Joann Mills,Yes
660213,58096,Jets Club,Academic,Weekly,2.03,Positive,Lisa Brown,Yes
276410,62171,Science Practical Sessions,Academic,Weekly,2.22,Negative,Joseph Preston,No
282569,51207,Volleyball,Sports,Bi-weekly,1.87,Negative,Richard Clark,No
241750,51207,Social Events Planning,Extracurricular,Daily,1.49,Positive,Megan Thompson,No
908299,51207,Football,Sports,Monthly,1.21,Positive,Andrew Phillips,Yes
803349,51207,Social Events Planning,Extracurricular,Daily,2.59,Neutral,Danielle Sutton,Yes
986840,95139,Press Club,Extracurricular,Daily,1.37,Positive,Katherine Ware,No
405807,95139,Jets Club,Academic,Bi-weekly,2.46,Negative,Bradley Herrera,Yes
925660,95139,Science Practical Sessions,Academic,Weekly,1.69,Negative,Kyle Gibson,Yes
154643,95139,Cultural Day Rehearsals,Cultural,Daily,1.28,Negative,Robert Guerra,Yes
701871,46528,Debate Club,Academic,Weekly,1.5,Neutral,William Molina,No
327210,46528,Drama Club,Extracurricular,Bi-weekly,1.67,Neutral,William Houston,Yes
353946,46528,Football,Sports,Weekly,2.75,Neutral,Gregory Spence,No
781120,46528,Scrabble,Sports,Monthly,2.65,Positive,Alan Decker,Yes
452512,42717,Mathematics Competitions,Academic,Monthly,2.91,Negative,Kimberly Ward,No
114272,42717,Athletics,Sports,Monthly,1.54,Negative,Kathryn Marshall,No
132871,24869,Jets Club,Academic,Weekly,2.89,Negative,Amy Lopez,No
565358,24869,Drama Club,Extracurricular,Weekly,1.23,Negative,Anna Koch,Yes
932149,24869,Athletics,Sports,Bi-weekly,1.79,Positive,Jack Matthews,Yes
624627,13396,Science Practical Sessions,Academic,Bi-weekly,1.1,Positive,Corey Young,No
945346,13396,Music Band,Cultural,Daily,1.27,Negative,Megan Carpenter,No
377497,13396,Science Practical Sessions,Academic,Daily,2.27,Positive,Anthony Edwards,Yes
132499,13396,Music Band,Cultural,Bi-weekly,2.79,Neutral,Luke Gonzalez,Yes
318943,34385,Football,Sports,Monthly,2.95,Positive,Adam Boyle,No
274463,34385,Cultural Day Rehearsals,Cultural,Bi-weekly,1.17,Positive,Dr. Janet Parks,Yes
317125,34385,Music Band,Cultural,Bi-weekly,1.63,Negative,James Hill,No
897476,34385,Quiz Competition,Extracurricular,Bi-weekly,2.88,Positive,Ryan Perez,No
222653,75410,Traditional Dance,Cultural,Monthly,1.33,Positive,Edward Strong,No
263749,77861,Traditional Dance,Cultural,Monthly,1.36,Neutral,Adam Alvarez,No
824668,77861,Press Club,Extracurricular,Daily,1.59,Neutral,Lance Perkins,No
431806,77861,Social Events Planning,Extracurricular,Daily,1.02,Negative,Oscar Williams,Yes
899444,77861,Press Club,Extracurricular,Monthly,2.66,Neutral,Maxwell Armstrong,No
130242,60723,Mathematics Competitions,Academic,Monthly,2.3,Negative,Linda Mckinney,No
105955,83619,Jets Club,Academic,Monthly,1.17,Positive,Nicole Cook,No
